Date,Price,Open,High,Low,Change %
2024-12-31,1.2511,1.2548,1.2571,1.2504,-0.0032
2024-12-30,1.2551,1.2571,1.2608,1.2505,-0.0022
2024-12-27,1.2579,1.2523,1.2594,1.2503,0.0043
2024-12-26,1.2525,1.2552,1.2553,1.25,-0.0022
2024-12-25,1.2553,1.2543,1.256,1.2526,0.0009
2024-12-24,1.2542,1.2536,1.2577,1.2517,0.0007000000000000001
2024-12-23,1.2533,1.2568,1.259,1.2509,-0.0029
2024-12-20,1.2569,1.2502,1.2615,1.2473,0.005600000000000001
2024-12-19,1.2499,1.2577,1.2668,1.2494,-0.0059
2024-12-18,1.2573,1.271,1.2724,1.2562,-0.0108
2024-12-17,1.271,1.2685,1.273,1.2665,0.0023
2024-12-16,1.2681,1.2614,1.27,1.2612,0.005
2024-12-13,1.2618,1.2677,1.2684,1.2607,-0.0040999999999999995
2024-12-12,1.267,1.2751,1.2789,1.2665,-0.0063
2024-12-11,1.275,1.2772,1.2783,1.2712,-0.0014000000000000002
2024-12-10,1.2768,1.2751,1.2779,1.2723,0.0015
2024-12-09,1.2749,1.2735,1.28,1.2716,0.0005
2024-12-06,1.2742,1.2759,1.2813,1.272,-0.0013
2024-12-05,1.2758,1.2703,1.2772,1.2692,0.0044
2024-12-04,1.2702,1.2673,1.2723,1.2629,0.0025
2024-12-03,1.267,1.2656,1.2701,1.2635,0.0012
2024-12-02,1.2655,1.2746,1.2746,1.2616,-0.0064
2024-11-29,1.2737,1.2685,1.2751,1.2671,0.0039000000000000003
2024-11-28,1.2687,1.268,1.2693,1.2644,0.0007000000000000001
2024-11-27,1.2678,1.2572,1.2696,1.2565,0.0088
2024-11-26,1.2568,1.2571,1.2618,1.2506,0.0001
2024-11-25,1.2567,1.2541,1.2615,1.2539,0.0029
2024-11-22,1.2531,1.2592,1.2596,1.2486,-0.0044
2024-11-21,1.2586,1.2651,1.2661,1.2575,-0.0051
2024-11-20,1.265,1.2681,1.2716,1.2629,-0.0025
2024-11-19,1.2682,1.2677,1.2691,1.2612,0.0005
2024-11-18,1.2676,1.2615,1.2688,1.2608,0.004699999999999999
2024-11-15,1.2617,1.2666,1.2699,1.2596,-0.0038
2024-11-14,1.2665,1.2707,1.2722,1.2629,-0.003
2024-11-13,1.2703,1.2747,1.277,1.2685,-0.0034999999999999996
2024-11-12,1.2747,1.2871,1.2875,1.2718,-0.0095
2024-11-11,1.2869,1.2917,1.2928,1.2854,-0.004
2024-11-08,1.2921,1.2989,1.2991,1.2882,-0.005
2024-11-07,1.2986,1.2882,1.3011,1.2874,0.0084
2024-11-06,1.2878,1.3043,1.3049,1.2833,-0.0125
2024-11-05,1.3041,1.2958,1.3044,1.2947,0.006500000000000001
2024-11-04,1.2957,1.2972,1.3001,1.2933,0.0024
2024-11-01,1.2926,1.2902,1.2982,1.2883,0.0022
2024-10-31,1.2898,1.2964,1.3001,1.2843,-0.0049
2024-10-30,1.2962,1.3016,1.3045,1.2936,-0.0040999999999999995
2024-10-29,1.3015,1.2973,1.3018,1.2957,0.0034000000000000002
2024-10-28,1.2971,1.2964,1.3003,1.2938,0.0009
2024-10-25,1.2959,1.2977,1.3,1.2955,-0.001
2024-10-24,1.2972,1.2921,1.2989,1.2908,0.004
2024-10-23,1.292,1.2983,1.2996,1.2906,-0.0049
2024-10-22,1.2983,1.2984,1.3016,1.2944,-0.0001
2024-10-21,1.2984,1.3043,1.306,1.2976,-0.0049
2024-10-18,1.3048,1.3011,1.3073,1.3004,0.0029
2024-10-17,1.301,1.299,1.3024,1.2973,0.0015
2024-10-16,1.299,1.3074,1.3079,1.2975,-0.0063
2024-10-15,1.3072,1.306,1.3104,1.3034,0.001
2024-10-14,1.3059,1.3064,1.3073,1.3029,-0.0005
2024-10-11,1.3066,1.3059,1.3085,1.304,0.0006
2024-10-10,1.3058,1.3072,1.3096,1.3021,-0.0009
2024-10-09,1.307,1.3104,1.3108,1.3054,-0.0026
2024-10-08,1.3104,1.3083,1.3115,1.3063,0.0016
2024-10-07,1.3083,1.3105,1.3136,1.3058,-0.0025
2024-10-04,1.3116,1.3125,1.3176,1.3068,-0.0006
2024-10-03,1.3124,1.3268,1.3277,1.3091,-0.0108
2024-10-02,1.3267,1.3285,1.3307,1.3245,-0.0014000000000000002
2024-10-01,1.3285,1.3375,1.3391,1.3236,-0.0064
2024-09-30,1.337,1.3369,1.3425,1.3349,-0.0002
2024-09-27,1.3373,1.3415,1.3429,1.3359,-0.0031
2024-09-26,1.3415,1.3324,1.3436,1.3311,0.0069
2024-09-25,1.3323,1.3412,1.3431,1.3311,-0.0066
2024-09-24,1.3412,1.3347,1.3418,1.3331,0.0049
2024-09-23,1.3346,1.332,1.3361,1.3247,0.0019
2024-09-20,1.3321,1.3284,1.3342,1.3267,0.0028000000000000004
2024-09-19,1.3284,1.3213,1.3316,1.3152,0.0054
2024-09-18,1.3212,1.3161,1.3299,1.3155,0.004
2024-09-17,1.316,1.3216,1.3231,1.3145,-0.0042
2024-09-16,1.3216,1.3124,1.322,1.312,0.0072
2024-09-13,1.3122,1.3125,1.3159,1.3113,-0.0001
2024-09-12,1.3123,1.3046,1.3129,1.3031,0.0060999999999999995
2024-09-11,1.3043,1.308,1.3113,1.3001,-0.0028000000000000004
2024-09-10,1.3079,1.3074,1.3109,1.3048,0.0005
2024-09-09,1.3072,1.3118,1.3145,1.3067,-0.0039000000000000003
2024-09-06,1.3123,1.3178,1.324,1.3109,-0.0039000000000000003
2024-09-05,1.3175,1.3147,1.3187,1.3136,0.0025
2024-09-04,1.3142,1.3113,1.3176,1.3099,0.0024
2024-09-03,1.3111,1.3151,1.3151,1.3086,-0.0029
2024-09-02,1.3149,1.3122,1.3157,1.3119,0.0018
2024-08-30,1.3126,1.3166,1.3201,1.3108,-0.0032
2024-08-29,1.3168,1.3191,1.3229,1.3144,-0.0017000000000000001
2024-08-28,1.319,1.3259,1.3264,1.3167,-0.0049
2024-08-27,1.3255,1.319,1.3268,1.3179,0.0049
2024-08-26,1.319,1.3214,1.3226,1.3179,-0.0014000000000000002
2024-08-23,1.3209,1.309,1.3232,1.3085,0.0092
2024-08-22,1.3088,1.3093,1.3131,1.3075,-0.0003
2024-08-21,1.3092,1.3033,1.3121,1.301,0.0048
2024-08-20,1.3029,1.2995,1.3054,1.2973,0.0032
2024-08-19,1.2988,1.2936,1.2998,1.2932,0.0034000000000000002
2024-08-16,1.2944,1.2854,1.2947,1.2851,0.0072
2024-08-15,1.2851,1.2827,1.2873,1.2798,0.002
2024-08-14,1.2825,1.2862,1.287,1.2819,-0.0025
2024-08-13,1.2857,1.2766,1.2874,1.276,0.0073
2024-08-12,1.2764,1.2757,1.2795,1.2746,0.0004
2024-08-09,1.2759,1.2749,1.2775,1.2725,0.0009
2024-08-08,1.2747,1.2691,1.2754,1.2664,0.0044
2024-08-07,1.2691,1.2691,1.2737,1.268,0.0002
2024-08-06,1.2689,1.2778,1.2805,1.2672,-0.0066
2024-08-05,1.2773,1.2808,1.2818,1.2708,-0.002
2024-08-02,1.2798,1.2749,1.2841,1.2706,0.0046
2024-08-01,1.2739,1.2857,1.2865,1.2726,-0.0091
2024-07-31,1.2856,1.2836,1.2866,1.282,0.0017000000000000001
2024-07-30,1.2834,1.2862,1.2868,1.2819,-0.0019
2024-07-29,1.2859,1.2874,1.289,1.2805,-0.001
2024-07-26,1.2872,1.2852,1.288,1.2849,0.0016
2024-07-25,1.2851,1.2907,1.2917,1.2849,-0.0043
2024-07-24,1.2906,1.2907,1.2939,1.2876,0.0001
2024-07-23,1.2905,1.2934,1.2937,1.2887,-0.0021
2024-07-22,1.2932,1.2912,1.2944,1.2904,0.001
2024-07-19,1.2919,1.2944,1.2955,1.29,-0.0017000000000000001
2024-07-18,1.2941,1.301,1.3015,1.2939,-0.0052
2024-07-17,1.3008,1.2973,1.3046,1.2965,0.0033
2024-07-16,1.2965,1.2967,1.2981,1.2937,-0.0001
2024-07-15,1.2966,1.2994,1.2996,1.2959,-0.002
2024-07-12,1.2992,1.2911,1.2995,1.2901,0.0064
2024-07-11,1.2909,1.2849,1.295,1.2846,0.005
2024-07-10,1.2845,1.2787,1.2851,1.2782,0.0049
2024-07-09,1.2783,1.281,1.2827,1.2777,-0.0016
2024-07-08,1.2804,1.2789,1.2847,1.2788,-0.0003
2024-07-05,1.2808,1.276,1.2819,1.2753,0.004
2024-07-04,1.2757,1.2742,1.2769,1.274,0.0013
2024-07-03,1.274,1.2677,1.2779,1.2673,0.0044
2024-07-02,1.2684,1.2647,1.2689,1.2614,0.0029
2024-07-01,1.2647,1.2644,1.271,1.2632,0.0004
2024-06-28,1.2642,1.2639,1.2665,1.2619,0.0003
2024-06-27,1.2638,1.2625,1.2672,1.2612,0.0014000000000000002
2024-06-26,1.262,1.2686,1.2695,1.2614,-0.005
2024-06-25,1.2683,1.2681,1.2704,1.2669,0.0003
2024-06-24,1.2679,1.2646,1.27,1.2631,0.0027
2024-06-21,1.2645,1.2658,1.2677,1.2622,-0.0008
2024-06-20,1.2655,1.2719,1.2726,1.2653,-0.0049
2024-06-19,1.2717,1.2708,1.2741,1.2697,0.0008
2024-06-18,1.2707,1.2702,1.2722,1.2668,0.0003
2024-06-17,1.2703,1.2686,1.2711,1.2658,0.0017000000000000001
2024-06-14,1.2682,1.2761,1.2765,1.2656,-0.006
2024-06-13,1.2759,1.2799,1.2809,1.2737,-0.0029
2024-06-12,1.2796,1.2742,1.2862,1.2731,0.0044
2024-06-11,1.274,1.2731,1.2753,1.2705,0.0008
2024-06-10,1.273,1.2723,1.2739,1.2687,0.0007000000000000001
2024-06-07,1.2721,1.279,1.2813,1.2715,-0.0052
2024-06-06,1.2788,1.2787,1.2811,1.2761,0.0002
2024-06-05,1.2785,1.2765,1.2796,1.2754,0.0017000000000000001
2024-06-04,1.2763,1.2807,1.2819,1.2742,-0.0032
2024-06-03,1.2804,1.2732,1.2809,1.2694,0.0051
2024-05-31,1.2739,1.2732,1.2767,1.2699,0.0007000000000000001
2024-05-30,1.273,1.2701,1.2748,1.268,0.0018
2024-05-29,1.2707,1.2761,1.2778,1.2698,-0.0042
2024-05-28,1.276,1.277,1.2802,1.2753,-0.0005
2024-05-27,1.2767,1.273,1.2779,1.273,0.0021
2024-05-24,1.274,1.2692,1.2752,1.2678,0.0034000000000000002
2024-05-23,1.2697,1.2717,1.2748,1.2684,-0.0014000000000000002
2024-05-22,1.2715,1.2709,1.2763,1.2699,0.0006
2024-05-21,1.2707,1.2706,1.2728,1.2686,0.0002
2024-05-20,1.2704,1.2701,1.2727,1.2686,0.0004
2024-05-17,1.2699,1.2672,1.2713,1.2644,0.0026
2024-05-16,1.2666,1.2681,1.2702,1.2642,-0.0015
2024-05-15,1.2685,1.2592,1.2688,1.2582,0.0077
2024-05-14,1.2588,1.2559,1.2594,1.2508,0.0024
2024-05-13,1.2558,1.2523,1.257,1.2516,0.003
2024-05-10,1.2521,1.2524,1.2542,1.2501,-0.0001
2024-05-09,1.2522,1.2491,1.2528,1.2445,0.0021
2024-05-08,1.2496,1.2509,1.2522,1.2466,-0.0006
2024-05-07,1.2504,1.2561,1.2572,1.25,-0.0045000000000000005
2024-05-06,1.2561,1.2546,1.2596,1.2537,0.0014000000000000002
2024-05-03,1.2544,1.2535,1.2635,1.2521,0.001
2024-05-02,1.2531,1.2521,1.2546,1.2471,0.0005
2024-05-01,1.2525,1.2494,1.2551,1.2465,0.0028000000000000004
2024-04-30,1.249,1.2561,1.2566,1.2489,-0.005699999999999999
2024-04-29,1.2561,1.2491,1.2571,1.2479,0.0058
2024-04-26,1.2489,1.252,1.2542,1.2448,-0.0019
2024-04-25,1.2513,1.2464,1.2527,1.2449,0.0042
2024-04-24,1.2461,1.245,1.2471,1.2421,0.001
2024-04-23,1.2448,1.2349,1.246,1.233,0.008
2024-04-22,1.2349,1.2373,1.2394,1.2298,-0.0018
2024-04-19,1.2371,1.2436,1.247,1.2365,-0.0051
2024-04-18,1.2435,1.2454,1.2486,1.2432,-0.0009
2024-04-17,1.2446,1.2427,1.2483,1.2416,0.0018
2024-04-16,1.2424,1.2441,1.2473,1.2405,-0.0016
2024-04-15,1.2444,1.2451,1.25,1.2435,-0.0005
2024-04-12,1.245,1.2553,1.256,1.2425,-0.008
2024-04-11,1.255,1.2535,1.258,1.251,0.0015
2024-04-10,1.2531,1.2679,1.2709,1.2519,-0.011399999999999999
2024-04-09,1.2676,1.2651,1.2711,1.2647,0.0019
2024-04-08,1.2652,1.2638,1.2665,1.2612,0.0013
2024-04-05,1.2636,1.2643,1.265,1.2573,-0.0003
2024-04-04,1.264,1.2652,1.2685,1.2634,-0.0009
2024-04-03,1.2651,1.2578,1.2657,1.2561,0.0059
2024-04-02,1.2577,1.2551,1.258,1.2538,0.0022
2024-04-01,1.255,1.2631,1.2644,1.2538,-0.0058
2024-03-29,1.2623,1.2623,1.2647,1.2609,0.0001
2024-03-28,1.2622,1.264,1.2656,1.2585,-0.0013
2024-03-27,1.2638,1.2628,1.2643,1.2604,0.001
2024-03-26,1.2625,1.2638,1.2669,1.2621,-0.0007000000000000001
2024-03-25,1.2634,1.26,1.2654,1.2591,0.0026
2024-03-22,1.2601,1.2658,1.2677,1.2574,-0.0043
2024-03-21,1.2656,1.2786,1.2805,1.2649,-0.01
2024-03-20,1.2784,1.2722,1.2789,1.2683,0.005
2024-03-19,1.272,1.273,1.2734,1.2666,-0.0006
2024-03-18,1.2727,1.2733,1.2748,1.2717,-0.0009
2024-03-15,1.2739,1.2753,1.276,1.2724,-0.0009
2024-03-14,1.2751,1.2797,1.2824,1.2729,-0.0034999999999999996
2024-03-13,1.2796,1.2795,1.2813,1.2773,0.0004
2024-03-12,1.2791,1.2814,1.2837,1.2745,-0.0016
2024-03-11,1.2812,1.2865,1.2867,1.2794,-0.0034999999999999996
2024-03-08,1.2857,1.2811,1.2895,1.28,0.004
2024-03-07,1.2806,1.2742,1.2812,1.2722,0.006
2024-03-06,1.2729,1.2706,1.2763,1.2689,0.002
2024-03-05,1.2703,1.2692,1.2736,1.267,0.001
2024-03-04,1.269,1.2656,1.2708,1.265,0.0032
2024-03-01,1.265,1.2625,1.2665,1.2599,0.0021
2024-02-29,1.2623,1.2662,1.2683,1.2611,-0.003
2024-02-28,1.2661,1.2684,1.2689,1.262,-0.0017000000000000001
2024-02-27,1.2683,1.2685,1.2698,1.2659,0.0001
2024-02-26,1.2682,1.2666,1.2701,1.2656,0.0002
2024-02-23,1.2679,1.2659,1.2702,1.2648,0.0016
2024-02-22,1.2659,1.2638,1.2711,1.261,0.002
2024-02-21,1.2634,1.2622,1.2643,1.2601,0.0013
2024-02-20,1.2618,1.2591,1.267,1.2578,0.002
2024-02-19,1.2593,1.2603,1.2631,1.2582,-0.0004
2024-02-16,1.2598,1.26,1.2626,1.255,-0.0002
2024-02-15,1.26,1.2565,1.2603,1.2541,0.0028000000000000004
2024-02-14,1.2565,1.259,1.2613,1.2534,-0.0019
2024-02-13,1.2589,1.263,1.2685,1.2572,-0.0029
2024-02-12,1.2626,1.2625,1.2656,1.2605,0.0006
2024-02-09,1.2619,1.2622,1.2644,1.2598,0.0002
2024-02-08,1.2616,1.2626,1.264,1.2571,-0.0007000000000000001
2024-02-07,1.2625,1.2598,1.2643,1.2591,0.0022
2024-02-06,1.2597,1.2536,1.2605,1.2529,0.0052
2024-02-05,1.2532,1.2633,1.2644,1.2517,-0.0078000000000000005
2024-02-02,1.263,1.2744,1.2774,1.2613,-0.0088
2024-02-01,1.2742,1.2687,1.2757,1.2624,0.0045000000000000005
2024-01-31,1.2685,1.2699,1.2752,1.2657,-0.0009
2024-01-30,1.2697,1.271,1.2723,1.2639,-0.0008
2024-01-29,1.2707,1.2697,1.272,1.2661,0.0004
2024-01-26,1.2702,1.271,1.2759,1.2674,-0.0005
2024-01-25,1.2708,1.2721,1.2744,1.268,-0.0012
2024-01-24,1.2723,1.2688,1.2776,1.2677,0.0028000000000000004
2024-01-23,1.2687,1.2709,1.2749,1.2648,-0.0015
2024-01-22,1.2706,1.2692,1.2734,1.2686,0.0005
2024-01-19,1.27,1.2706,1.2716,1.266,-0.0004
2024-01-18,1.2705,1.2677,1.271,1.2647,0.0026
2024-01-17,1.2672,1.2633,1.2698,1.2595,0.0028000000000000004
2024-01-16,1.2636,1.2733,1.2738,1.2618,-0.006999999999999999
2024-01-15,1.2725,1.2749,1.2767,1.2712,-0.002
2024-01-12,1.2751,1.2759,1.2787,1.2718,-0.0007000000000000001
2024-01-11,1.276,1.2742,1.2776,1.2689,0.0016
2024-01-10,1.2739,1.2709,1.2746,1.2685,0.0027
2024-01-09,1.2705,1.2749,1.2766,1.2688,-0.0033
2024-01-08,1.2747,1.2721,1.2768,1.2672,0.0024
2024-01-05,1.2716,1.2682,1.2772,1.261,0.0029
2024-01-04,1.2679,1.2665,1.2731,1.2656,0.0013
2024-01-03,1.2662,1.2618,1.2678,1.2614,0.0038
2024-01-02,1.2614,1.273,1.2761,1.2609,-0.0086
2024-01-01,1.2723,1.2731,1.2751,1.2713,-0.0005
2023-12-29,1.2729,1.2731,1.2774,1.2699,-0.0001
2023-12-28,1.273,1.2797,1.2829,1.2711,-0.005
2023-12-27,1.2794,1.2719,1.2804,1.2697,0.0053
2023-12-26,1.2726,1.2693,1.2732,1.2683,0.0029
2023-12-25,1.2689,1.2709,1.2728,1.2682,-0.0009
2023-12-22,1.27,1.2687,1.2746,1.2672,0.0009
2023-12-21,1.2688,1.2639,1.2697,1.2611,0.004
2023-12-20,1.2637,1.2731,1.2737,1.2624,-0.0073
2023-12-19,1.273,1.2645,1.2763,1.2639,0.006999999999999999
2023-12-18,1.2642,1.2679,1.2706,1.2628,-0.0026
2023-12-15,1.2675,1.2765,1.2792,1.2667,-0.0070999999999999995
2023-12-14,1.2766,1.2617,1.2796,1.2611,0.011699999999999999
2023-12-13,1.2618,1.2563,1.2636,1.2499,0.0045000000000000005
2023-12-12,1.2561,1.2556,1.2616,1.2513,0.0006
2023-12-11,1.2553,1.2543,1.2592,1.2531,0.0006
2023-12-08,1.2546,1.2594,1.2603,1.2501,-0.0034999999999999996
2023-12-07,1.259,1.256,1.2614,1.2543,0.0025
2023-12-06,1.2559,1.2601,1.2615,1.255,-0.0027
2023-12-05,1.2593,1.2629,1.2653,1.2576,-0.0031
2023-12-04,1.2632,1.2714,1.2727,1.2603,-0.0054
2023-12-01,1.27,1.2623,1.2718,1.2613,0.0062
2023-11-30,1.2622,1.2697,1.2711,1.2602,-0.005699999999999999
2023-11-29,1.2694,1.2698,1.2735,1.2664,0.0001
2023-11-28,1.2693,1.2628,1.2716,1.2606,0.0054
2023-11-27,1.2625,1.2595,1.2646,1.259,0.0017000000000000001
2023-11-24,1.2603,1.2532,1.2617,1.2523,0.005600000000000001
2023-11-23,1.2533,1.2491,1.2564,1.2487,0.0033
2023-11-22,1.2492,1.2539,1.2551,1.2448,-0.0036
2023-11-21,1.2537,1.2507,1.2561,1.2499,0.0026
2023-11-20,1.2504,1.2456,1.2519,1.2445,0.0034999999999999996
2023-11-17,1.2461,1.2415,1.2466,1.2373,0.0044
2023-11-16,1.2406,1.2416,1.2457,1.2375,-0.001
2023-11-15,1.2418,1.25,1.2502,1.2403,-0.0063
2023-11-14,1.2497,1.2279,1.2507,1.2263,0.0178
2023-11-13,1.2278,1.2219,1.2282,1.2212,0.0046
2023-11-10,1.2222,1.2224,1.2239,1.2186,0.0001
2023-11-09,1.2221,1.2285,1.231,1.2212,-0.005
2023-11-08,1.2282,1.2299,1.2306,1.224,-0.0014000000000000002
2023-11-07,1.2299,1.2344,1.2352,1.2261,-0.0034000000000000002
2023-11-06,1.2341,1.2371,1.243,1.2337,-0.0028000000000000004
2023-11-03,1.2376,1.2199,1.2391,1.2183,0.0143
2023-11-02,1.2201,1.2152,1.2227,1.2137,0.0042
2023-11-01,1.215,1.2155,1.2166,1.2095,-0.0002
2023-10-31,1.2152,1.217,1.2202,1.2119,-0.0013
2023-10-30,1.2168,1.2118,1.2176,1.209,0.0038
2023-10-27,1.2122,1.2128,1.2163,1.2105,-0.0003
2023-10-26,1.2126,1.2113,1.2141,1.2069,0.0015
2023-10-25,1.2108,1.2166,1.2177,1.2106,-0.0042
2023-10-24,1.2159,1.2248,1.229,1.2153,-0.0073
2023-10-23,1.2248,1.216,1.226,1.2142,0.0072
2023-10-20,1.216,1.2144,1.2172,1.2092,0.0014000000000000002
2023-10-19,1.2143,1.2141,1.2192,1.209,0.0002
2023-10-18,1.214,1.2183,1.2213,1.2136,-0.0031
2023-10-17,1.2178,1.2218,1.2219,1.2133,-0.0031
2023-10-16,1.2216,1.2138,1.222,1.2134,0.0062
2023-10-13,1.2141,1.2183,1.2227,1.2121,-0.0026
2023-10-12,1.2173,1.2313,1.2333,1.2171,-0.011200000000000002
2023-10-11,1.2311,1.2286,1.2339,1.2268,0.0021
2023-10-10,1.2285,1.2239,1.2293,1.2211,0.004
2023-10-09,1.2236,1.2227,1.2245,1.2162,-0.0002
2023-10-06,1.2238,1.2192,1.2263,1.2105,0.0039000000000000003
2023-10-05,1.219,1.2136,1.2197,1.2107,0.0051
2023-10-04,1.2128,1.2074,1.2178,1.2036,0.0044
2023-10-03,1.2075,1.2092,1.2103,1.2052,-0.0009
2023-10-02,1.2086,1.2201,1.2221,1.2086,-0.0091
2023-09-29,1.2197,1.22,1.2273,1.2179,0.0
2023-09-28,1.2197,1.2135,1.2226,1.2119,0.0052
2023-09-27,1.2134,1.2169,1.2169,1.211,-0.0019
2023-09-26,1.2157,1.2209,1.2217,1.2151,-0.0044
2023-09-25,1.2211,1.2246,1.2251,1.2193,-0.0022
2023-09-22,1.2238,1.2301,1.2301,1.223,-0.0046
2023-09-21,1.2294,1.2349,1.2356,1.2236,-0.0040999999999999995
2023-09-20,1.2344,1.2392,1.2422,1.2332,-0.0037
2023-09-19,1.239,1.2385,1.2426,1.237,0.0006
2023-09-18,1.2382,1.2385,1.2412,1.237,-0.0006
2023-09-15,1.2389,1.241,1.2447,1.2378,-0.0016
2023-09-14,1.2409,1.2486,1.2507,1.2395,-0.0063
2023-09-13,1.2488,1.2486,1.2513,1.2434,0.0003
2023-09-12,1.2484,1.2508,1.2532,1.2458,-0.002
2023-09-11,1.2509,1.2483,1.2549,1.2471,0.0036
2023-09-08,1.2464,1.2474,1.2515,1.245,-0.0007000000000000001
2023-09-07,1.2473,1.2507,1.2511,1.2445,-0.0026
2023-09-06,1.2505,1.2565,1.2589,1.2482,-0.0046
2023-09-05,1.2563,1.2621,1.2632,1.2528,-0.0046
2023-09-04,1.2621,1.2588,1.2644,1.2584,0.0026
2023-09-01,1.2588,1.2674,1.2714,1.2577,-0.0067
2023-08-31,1.2673,1.2721,1.2736,1.2651,-0.0034999999999999996
2023-08-30,1.2718,1.2644,1.2747,1.2618,0.0063
2023-08-29,1.2638,1.2604,1.2656,1.2562,0.0028000000000000004
2023-08-28,1.2603,1.2578,1.2612,1.2565,0.0021
2023-08-25,1.2577,1.2601,1.2655,1.2548,-0.0017000000000000001
2023-08-24,1.2599,1.2731,1.2731,1.2591,-0.01
2023-08-23,1.2726,1.2733,1.2766,1.2615,-0.0003
2023-08-22,1.273,1.2757,1.2802,1.2717,-0.0019
2023-08-21,1.2754,1.2733,1.2767,1.2709,0.0019
2023-08-18,1.273,1.2745,1.2767,1.2688,-0.0012
2023-08-17,1.2745,1.2729,1.2788,1.2702,0.0014000000000000002
2023-08-16,1.2727,1.2707,1.2768,1.2687,0.0019
2023-08-15,1.2703,1.269,1.2753,1.2674,0.0018
2023-08-14,1.268,1.2688,1.2716,1.2615,-0.0011
2023-08-11,1.2694,1.2678,1.274,1.2665,0.0015
2023-08-10,1.2675,1.2718,1.2819,1.2669,-0.0034000000000000002
2023-08-09,1.2718,1.2746,1.2783,1.2711,-0.0022
2023-08-08,1.2746,1.2785,1.2788,1.2684,-0.003
2023-08-07,1.2784,1.2753,1.279,1.2713,0.0028000000000000004
2023-08-04,1.2748,1.2714,1.2794,1.2688,0.0028000000000000004
2023-08-03,1.2713,1.2711,1.2729,1.2622,0.0003
2023-08-02,1.2709,1.2777,1.2807,1.268,-0.0053
2023-08-01,1.2777,1.2838,1.2843,1.274,-0.004699999999999999
2023-07-31,1.2837,1.2849,1.2874,1.2828,-0.001
2023-07-28,1.285,1.2797,1.2888,1.2763,0.0045000000000000005
2023-07-27,1.2793,1.2939,1.2997,1.2781,-0.0113
2023-07-26,1.2939,1.2898,1.2961,1.2875,0.003
2023-07-25,1.29,1.2829,1.2905,1.2809,0.0053
2023-07-24,1.2832,1.2859,1.2885,1.2797,-0.0018
2023-07-21,1.2855,1.2867,1.2905,1.2816,-0.0008
2023-07-20,1.2865,1.2938,1.2966,1.2839,-0.005600000000000001
2023-07-19,1.2937,1.3042,1.3046,1.2868,-0.0074
2023-07-18,1.3034,1.3078,1.3127,1.3028,-0.0028000000000000004
2023-07-17,1.3071,1.3088,1.311,1.3051,-0.0011
2023-07-14,1.3086,1.3132,1.3146,1.3087,-0.0036
2023-07-13,1.3133,1.2984,1.3141,1.2981,0.0113
2023-07-12,1.2986,1.2932,1.3002,1.2903,0.0042
2023-07-11,1.2932,1.2857,1.2936,1.2854,0.005699999999999999
2023-07-10,1.2859,1.2835,1.2869,1.275,0.0018
2023-07-07,1.2836,1.2737,1.2851,1.2725,0.0075
2023-07-06,1.274,1.2698,1.2782,1.2673,0.0028000000000000004
2023-07-05,1.2704,1.2713,1.2737,1.2687,-0.0006
2023-07-04,1.2712,1.2694,1.274,1.2682,0.0017000000000000001
2023-07-03,1.2691,1.2687,1.2725,1.2658,-0.001
