Date,Price,Open,High,Low,Change %
2023-06-30,1.2704,1.2619,1.2729,1.2599,0.0073
2023-06-29,1.2612,1.2635,1.2667,1.2591,-0.0022
2023-06-28,1.264,1.2753,1.2754,1.2607,-0.0083
2023-06-27,1.2746,1.2716,1.2761,1.2702,0.0027
2023-06-26,1.2712,1.2711,1.275,1.2687,0.0001
2023-06-23,1.2711,1.2743,1.2756,1.2686,-0.0027
2023-06-22,1.2746,1.2771,1.2839,1.2724,-0.0018
2023-06-21,1.2769,1.2764,1.2803,1.2691,0.0006
2023-06-20,1.2761,1.2792,1.2808,1.2714,-0.0023
2023-06-19,1.279,1.2819,1.2838,1.277,-0.0021
2023-06-16,1.2817,1.2781,1.285,1.2767,0.0028000000000000004
2023-06-15,1.2781,1.2666,1.2787,1.2629,0.0095
2023-06-14,1.2661,1.2612,1.27,1.2601,0.0039000000000000003
2023-06-13,1.2612,1.2505,1.2626,1.25,0.008100000000000001
2023-06-12,1.2511,1.2572,1.2601,1.2486,-0.0046
2023-06-09,1.2569,1.2557,1.2592,1.2534,0.0013
2023-06-08,1.2553,1.2436,1.2563,1.2433,0.0096
2023-06-07,1.2434,1.2427,1.2501,1.2394,0.0008
2023-06-06,1.2424,1.2431,1.246,1.2391,-0.001
2023-06-05,1.2437,1.2458,1.2458,1.2368,-0.0009
2023-06-02,1.2448,1.2527,1.2545,1.2441,-0.0060999999999999995
2023-06-01,1.2525,1.244,1.2541,1.24,0.0070999999999999995
2023-05-31,1.2437,1.2415,1.2445,1.2347,0.0019
2023-05-30,1.2413,1.2354,1.2448,1.2327,0.005
2023-05-29,1.2351,1.2344,1.2373,1.2335,0.0006
2023-05-26,1.2343,1.2325,1.2397,1.2311,0.0018
2023-05-25,1.2321,1.2364,1.2388,1.2307,-0.0034999999999999996
2023-05-24,1.2364,1.2414,1.2471,1.2357,-0.0037
2023-05-23,1.241,1.244,1.2448,1.2372,-0.0022
2023-05-22,1.2437,1.2449,1.2473,1.2414,-0.0006
2023-05-19,1.2444,1.2409,1.2485,1.2392,0.0029
2023-05-18,1.2408,1.2488,1.2494,1.2391,-0.0062
2023-05-17,1.2486,1.2489,1.2512,1.2421,0.0001
2023-05-16,1.2485,1.2523,1.2548,1.2465,-0.0034000000000000002
2023-05-15,1.2527,1.2456,1.2536,1.2443,0.005600000000000001
2023-05-12,1.2457,1.2514,1.2542,1.2444,-0.0042
2023-05-11,1.2509,1.2625,1.2642,1.2496,-0.0091
2023-05-10,1.2624,1.2621,1.268,1.2601,0.0004
2023-05-09,1.2619,1.2618,1.2641,1.2578,0.0002
2023-05-08,1.2617,1.2641,1.267,1.2613,-0.0019
2023-05-05,1.2641,1.2571,1.2653,1.2559,0.0055000000000000005
2023-05-04,1.2572,1.2556,1.26,1.2548,0.0006
2023-05-03,1.2564,1.2463,1.2591,1.2463,0.008
2023-05-02,1.2464,1.2497,1.2514,1.2435,-0.0026
2023-05-01,1.2496,1.2566,1.2572,1.2479,-0.006
2023-04-28,1.2572,1.2498,1.2585,1.2445,0.0068000000000000005
2023-04-27,1.2487,1.2466,1.2501,1.2436,0.0016
2023-04-26,1.2467,1.2408,1.2516,1.2402,0.0048
2023-04-25,1.2408,1.248,1.2508,1.2386,-0.0059
2023-04-24,1.2482,1.2439,1.2487,1.2409,0.0042
2023-04-21,1.243,1.2435,1.2449,1.2366,-0.001
2023-04-20,1.2443,1.2443,1.2469,1.2405,0.0004
2023-04-19,1.2438,1.2428,1.2476,1.2392,0.0011
2023-04-18,1.2424,1.2373,1.245,1.2368,0.004
2023-04-17,1.2374,1.2414,1.244,1.2352,-0.0031
2023-04-14,1.2413,1.2525,1.2548,1.2399,-0.0085
2023-04-13,1.252,1.2485,1.2538,1.2478,0.0031
2023-04-12,1.2481,1.2426,1.2496,1.2398,0.0046
2023-04-11,1.2424,1.2383,1.2457,1.2379,0.0034999999999999996
2023-04-10,1.2381,1.2423,1.2444,1.2344,-0.0026
2023-04-07,1.2413,1.2441,1.2457,1.239,-0.0021
2023-04-06,1.2439,1.2462,1.249,1.2412,-0.0014000000000000002
2023-04-05,1.2457,1.2502,1.2515,1.2433,-0.0034000000000000002
2023-04-04,1.2499,1.2415,1.2527,1.2394,0.0070999999999999995
2023-04-03,1.2411,1.2329,1.2424,1.2274,0.0063
2023-03-31,1.2333,1.2385,1.2424,1.2325,-0.004
2023-03-30,1.2383,1.2313,1.2394,1.2293,0.0058
2023-03-29,1.2311,1.2343,1.2363,1.2303,-0.0024
2023-03-28,1.234,1.2284,1.235,1.228,0.0046
2023-03-27,1.2284,1.2229,1.2295,1.2218,0.0044
2023-03-24,1.223,1.229,1.2294,1.219,-0.0045000000000000005
2023-03-23,1.2285,1.2268,1.2344,1.2261,0.0017000000000000001
2023-03-22,1.2264,1.2215,1.2336,1.2207,0.0040999999999999995
2023-03-21,1.2214,1.2278,1.2284,1.2178,-0.0051
2023-03-20,1.2276,1.2207,1.2286,1.2167,0.0083
2023-03-17,1.2175,1.211,1.2202,1.2099,0.005600000000000001
2023-03-16,1.2107,1.2068,1.2129,1.2027,0.0034999999999999996
2023-03-15,1.2065,1.216,1.2183,1.201,-0.0076
2023-03-14,1.2158,1.2184,1.2205,1.2135,-0.0019
2023-03-13,1.2181,1.204,1.2201,1.204,0.0127
2023-03-10,1.2028,1.1926,1.2114,1.1908,0.0086
2023-03-09,1.1925,1.1845,1.194,1.1831,0.006999999999999999
2023-03-08,1.1842,1.1837,1.186,1.1803,0.0013
2023-03-07,1.1827,1.2025,1.2067,1.1821,-0.0161
2023-03-06,1.2021,1.2038,1.205,1.1992,-0.0016
2023-03-03,1.204,1.1943,1.2049,1.1939,0.0083
2023-03-02,1.1941,1.2031,1.2038,1.1924,-0.0075
2023-03-01,1.2031,1.2021,1.209,1.1964,0.0009
2023-02-28,1.202,1.2065,1.2145,1.2018,-0.0034999999999999996
2023-02-27,1.2062,1.1957,1.2067,1.1922,0.009899999999999999
2023-02-24,1.1944,1.2012,1.2042,1.1928,-0.005699999999999999
2023-02-23,1.2013,1.2055,1.2076,1.1991,-0.0026
2023-02-22,1.2044,1.2115,1.2136,1.2034,-0.0059
2023-02-21,1.2115,1.204,1.2148,1.1985,0.0064
2023-02-20,1.2038,1.205,1.2059,1.2014,0.0002
2023-02-17,1.2035,1.1998,1.2053,1.1914,0.0034999999999999996
2023-02-16,1.1993,1.2028,1.2076,1.1964,-0.0027
2023-02-15,1.2026,1.2172,1.2183,1.199,-0.0118
2023-02-14,1.217,1.2137,1.227,1.2117,0.0029
2023-02-13,1.2135,1.207,1.2153,1.203,0.0064
2023-02-10,1.2058,1.2124,1.2141,1.2047,-0.0053
2023-02-09,1.2122,1.2072,1.2195,1.2056,0.0042
2023-02-08,1.2071,1.2046,1.2111,1.2036,0.0024
2023-02-07,1.2042,1.2024,1.2097,1.196,0.0022
2023-02-06,1.2016,1.2042,1.2079,1.2004,-0.0029
2023-02-03,1.2051,1.2225,1.2267,1.2047,-0.0141
2023-02-02,1.2223,1.2378,1.2401,1.2221,-0.0124
2023-02-01,1.2376,1.2319,1.2395,1.2272,0.0045000000000000005
2023-01-31,1.232,1.2351,1.2372,1.2283,-0.0026
2023-01-30,1.2352,1.2399,1.2419,1.2336,-0.0036
2023-01-27,1.2397,1.2407,1.2421,1.2344,-0.0007000000000000001
2023-01-26,1.2406,1.2401,1.2432,1.2344,0.0005
2023-01-25,1.24,1.2334,1.2406,1.2282,0.0058
2023-01-24,1.2328,1.2378,1.2415,1.2262,-0.0036
2023-01-23,1.2373,1.2404,1.245,1.2322,-0.0016
2023-01-20,1.2393,1.2391,1.2406,1.2334,0.0003
2023-01-19,1.2389,1.2351,1.2399,1.2312,0.0034999999999999996
2023-01-18,1.2346,1.229,1.2437,1.2254,0.004699999999999999
2023-01-17,1.2288,1.2201,1.2301,1.2169,0.008
2023-01-16,1.2191,1.2216,1.2291,1.217,-0.0029
2023-01-13,1.2226,1.221,1.225,1.2149,0.0021
2023-01-12,1.22,1.2146,1.2249,1.2087,0.0048
2023-01-11,1.2142,1.2155,1.218,1.2099,-0.0011
2023-01-10,1.2155,1.219,1.2199,1.2109,-0.0023
2023-01-09,1.2183,1.2094,1.2212,1.2087,0.0075
2023-01-06,1.2092,1.1914,1.2101,1.184,0.015600000000000001
2023-01-05,1.1906,1.2053,1.2079,1.1873,-0.012199999999999999
2023-01-04,1.2053,1.1968,1.2089,1.1954,0.0073
2023-01-03,1.1966,1.2046,1.2086,1.1899,-0.0066
2023-01-02,1.2045,1.2098,1.21,1.2034,-0.0043
2022-12-30,1.2097,1.2064,1.2109,1.201,0.0037
2022-12-29,1.2052,1.2016,1.208,1.2013,0.0032
2022-12-28,1.2013,1.2027,1.2126,1.2001,-0.0007000000000000001
2022-12-27,1.2021,1.2063,1.2114,1.2001,-0.0032
2022-12-26,1.206,1.2044,1.2083,1.2044,0.0002
2022-12-23,1.2058,1.2044,1.2092,1.2018,0.0012
2022-12-22,1.2043,1.2078,1.2149,1.1992,-0.0033
2022-12-21,1.2083,1.2183,1.2194,1.2054,-0.008
2022-12-20,1.2181,1.2156,1.2224,1.2084,0.0029
2022-12-19,1.2146,1.215,1.2243,1.2119,0.0005
2022-12-16,1.214,1.2178,1.2225,1.2119,-0.003
2022-12-15,1.2176,1.2426,1.2433,1.2155,-0.0197
2022-12-14,1.2421,1.2359,1.2448,1.2341,0.0054
2022-12-13,1.2354,1.2274,1.2445,1.2247,0.0068000000000000005
2022-12-12,1.227,1.2249,1.23,1.221,0.0012
2022-12-09,1.2255,1.2234,1.2324,1.2206,0.0018
2022-12-08,1.2233,1.2202,1.2249,1.2154,0.0028000000000000004
2022-12-07,1.2199,1.2136,1.2236,1.2105,0.0051
2022-12-06,1.2137,1.2185,1.227,1.2126,-0.0042
2022-12-05,1.2188,1.2266,1.2346,1.2161,-0.008100000000000001
2022-12-02,1.2287,1.2254,1.2301,1.2134,0.0028000000000000004
2022-12-01,1.2253,1.2056,1.2312,1.2053,0.0163
2022-11-30,1.2056,1.1951,1.2089,1.1899,0.0086
2022-11-29,1.1953,1.1954,1.2066,1.1944,-0.0004
2022-11-28,1.1958,1.2078,1.2119,1.1939,-0.011200000000000002
2022-11-25,1.2093,1.2112,1.2129,1.2057,-0.0014000000000000002
2022-11-24,1.211,1.2054,1.2155,1.2047,0.0048
2022-11-23,1.2052,1.1885,1.2082,1.1871,0.014199999999999999
2022-11-22,1.1883,1.1825,1.1904,1.1817,0.0052
2022-11-21,1.1821,1.1889,1.1903,1.1777,-0.0053
2022-11-18,1.1884,1.1863,1.1952,1.1856,0.0019
2022-11-17,1.1862,1.1914,1.1959,1.1762,-0.0039000000000000003
2022-11-16,1.1908,1.1866,1.1944,1.1831,0.0042
2022-11-15,1.1858,1.1751,1.2027,1.1739,0.009000000000000001
2022-11-14,1.1752,1.1805,1.183,1.1709,-0.006999999999999999
2022-11-11,1.1835,1.1716,1.1856,1.1646,0.0104
2022-11-10,1.1713,1.1358,1.1733,1.1351,0.031400000000000004
2022-11-09,1.1356,1.1543,1.1568,1.1333,-0.015600000000000001
2022-11-08,1.1536,1.1513,1.1601,1.1429,0.0022
2022-11-07,1.1511,1.1304,1.1543,1.1289,0.012
2022-11-04,1.1375,1.1166,1.1383,1.1148,0.018799999999999997
2022-11-03,1.1165,1.1396,1.1423,1.115,-0.0197
2022-11-02,1.1389,1.1486,1.1566,1.1387,-0.008199999999999999
2022-11-01,1.1483,1.1471,1.1567,1.1436,0.0012
2022-10-31,1.1469,1.1609,1.1615,1.1458,-0.0121
2022-10-28,1.161,1.1563,1.1624,1.1503,0.004
2022-10-27,1.1564,1.1618,1.1647,1.1549,-0.0054
2022-10-26,1.1627,1.1476,1.164,1.143,0.013999999999999999
2022-10-25,1.1467,1.1281,1.1501,1.127,0.017
2022-10-24,1.1275,1.1358,1.141,1.1257,-0.0024
2022-10-21,1.1302,1.1243,1.1316,1.1059,0.0060999999999999995
2022-10-20,1.1233,1.1223,1.1337,1.1171,0.0017000000000000001
2022-10-19,1.1214,1.132,1.1359,1.1184,-0.0092
2022-10-18,1.1318,1.1355,1.1411,1.1255,-0.0031
2022-10-17,1.1353,1.1177,1.1441,1.1177,0.016399999999999998
2022-10-14,1.117,1.133,1.1366,1.1151,-0.013999999999999999
2022-10-13,1.1329,1.1106,1.1381,1.1056,0.0204
2022-10-12,1.1103,1.0968,1.1135,1.0924,0.0128
2022-10-11,1.0963,1.1058,1.1181,1.0952,-0.0083
2022-10-10,1.1055,1.1084,1.1113,1.1019,-0.0026
2022-10-07,1.1084,1.1163,1.1227,1.1054,-0.0066
2022-10-06,1.1158,1.1328,1.1385,1.1115,-0.0148
2022-10-05,1.1326,1.1476,1.1496,1.1226,-0.0128
2022-10-04,1.1473,1.1325,1.149,1.128,0.013300000000000001
2022-10-03,1.1322,1.1161,1.1336,1.1085,0.014499999999999999
2022-09-30,1.116,1.1115,1.1236,1.1023,0.004
2022-09-29,1.1115,1.0886,1.1121,1.0761,0.0208
2022-09-28,1.0888,1.0732,1.0917,1.0539,0.0146
2022-09-27,1.0731,1.069,1.084,1.0653,0.0044
2022-09-26,1.0684,1.0858,1.0932,1.0384,-0.0158
2022-09-23,1.0856,1.1256,1.1275,1.0838,-0.0356
2022-09-22,1.1257,1.1269,1.1367,1.1212,-0.0008
2022-09-21,1.1266,1.1376,1.1387,1.1237,-0.009899999999999999
2022-09-20,1.1379,1.1433,1.1462,1.1356,-0.0044
2022-09-19,1.1429,1.1417,1.1444,1.1354,0.0015
2022-09-16,1.1412,1.1467,1.1482,1.1349,-0.0044
2022-09-15,1.1463,1.1545,1.1551,1.1461,-0.0062
2022-09-14,1.1535,1.1493,1.1591,1.1479,0.0038
2022-09-13,1.1491,1.1692,1.174,1.1491,-0.0161
2022-09-12,1.1679,1.1597,1.1712,1.1595,0.0079
2022-09-09,1.1587,1.1504,1.1649,1.1496,0.0076
2022-09-08,1.15,1.1528,1.1563,1.146,-0.0022
2022-09-07,1.1525,1.1521,1.1541,1.1405,0.0008
2022-09-06,1.1516,1.1517,1.1611,1.1492,0.0003
2022-09-05,1.1513,1.1519,1.1524,1.1443,0.0005
2022-09-02,1.1507,1.1544,1.159,1.1495,-0.003
2022-09-01,1.1542,1.1623,1.1627,1.1499,-0.0069
2022-08-31,1.1622,1.1649,1.1695,1.1598,-0.0028000000000000004
2022-08-30,1.1655,1.171,1.1762,1.1621,-0.0044
2022-08-29,1.1707,1.1749,1.1754,1.1647,-0.0034000000000000002
2022-08-26,1.1747,1.1833,1.1902,1.1732,-0.0069
2022-08-25,1.1829,1.1802,1.1866,1.1783,0.0027
2022-08-24,1.1797,1.1841,1.1842,1.1755,-0.0029
2022-08-23,1.1831,1.1777,1.1879,1.1717,0.005600000000000001
2022-08-22,1.1765,1.1824,1.1839,1.1741,-0.0052
2022-08-19,1.1827,1.193,1.1942,1.1791,-0.0086
2022-08-18,1.193,1.2049,1.2081,1.1922,-0.0097
2022-08-17,1.2047,1.2095,1.2144,1.2027,-0.0038
2022-08-16,1.2093,1.2056,1.2119,1.2007,0.0032
2022-08-15,1.2054,1.2133,1.215,1.2049,-0.0063
2022-08-12,1.213,1.2209,1.2217,1.2099,-0.0067
2022-08-11,1.2212,1.2228,1.2251,1.2181,-0.0011
2022-08-10,1.2225,1.2077,1.2278,1.2064,0.012
2022-08-09,1.208,1.2081,1.2132,1.2062,0.0003
2022-08-08,1.2076,1.2073,1.2138,1.2046,0.0004
2022-08-05,1.2071,1.216,1.217,1.2003,-0.0070999999999999995
2022-08-04,1.2157,1.2144,1.2201,1.2065,0.0012
2022-08-03,1.2143,1.2178,1.2209,1.2099,-0.0024
2022-08-02,1.2172,1.2246,1.2281,1.2157,-0.0062
2022-08-01,1.2248,1.2165,1.2295,1.2155,0.0067
2022-07-29,1.2166,1.2173,1.2247,1.2062,-0.0002
2022-07-28,1.2169,1.2148,1.2193,1.2102,0.0015
2022-07-27,1.2151,1.203,1.2188,1.2019,0.0105
2022-07-26,1.2025,1.2043,1.2092,1.1963,-0.0014000000000000002
2022-07-25,1.2042,1.2004,1.2087,1.1959,0.0033
2022-07-22,1.2002,1.1995,1.2065,1.1916,0.0008
2022-07-21,1.1993,1.1967,1.2006,1.189,0.002
2022-07-20,1.1969,1.199,1.2039,1.1953,-0.0022
2022-07-19,1.1995,1.1954,1.2047,1.1924,0.0034000000000000002
2022-07-18,1.1954,1.1877,1.2035,1.1862,0.0086
2022-07-15,1.1852,1.1823,1.1876,1.1804,0.0025
2022-07-14,1.1822,1.1891,1.1896,1.1759,-0.005600000000000001
2022-07-13,1.1889,1.1887,1.1969,1.1827,0.0003
2022-07-12,1.1885,1.1886,1.1917,1.1806,-0.0003
2022-07-11,1.1889,1.2029,1.2041,1.1865,-0.0115
2022-07-08,1.2027,1.2025,1.2058,1.1918,0.0005
2022-07-07,1.2021,1.1924,1.2031,1.1908,0.0076
2022-07-06,1.193,1.1959,1.1991,1.1875,-0.0023
2022-07-05,1.1957,1.2108,1.2127,1.1898,-0.012199999999999999
2022-07-04,1.2105,1.2105,1.2167,1.2083,0.0009
2022-07-01,1.2094,1.2178,1.2183,1.1975,-0.0067
2022-06-30,1.2175,1.2127,1.219,1.2091,0.0040999999999999995
2022-06-29,1.2125,1.2183,1.2215,1.2105,-0.004699999999999999
2022-06-28,1.2182,1.2265,1.2293,1.2179,-0.0067
2022-06-27,1.2264,1.2264,1.2334,1.2237,0.0002
2022-06-24,1.2262,1.226,1.2321,1.2239,0.0002
2022-06-23,1.226,1.2269,1.2296,1.2169,-0.0005
2022-06-22,1.2266,1.2276,1.2316,1.2161,-0.0005
2022-06-21,1.2272,1.2257,1.2325,1.2241,0.0018
2022-06-20,1.225,1.2225,1.2282,1.2198,0.0021
2022-06-17,1.2224,1.2354,1.2371,1.2172,-0.0103
2022-06-16,1.2351,1.2185,1.2408,1.204,0.014199999999999999
2022-06-15,1.2178,1.1995,1.2206,1.1985,0.0154
2022-06-14,1.1993,1.213,1.2209,1.1934,-0.0116
2022-06-13,1.2134,1.2327,1.2328,1.2107,-0.0146
2022-06-10,1.2314,1.2496,1.2519,1.23,-0.0141
2022-06-09,1.249,1.2541,1.2559,1.2486,-0.0039000000000000003
2022-06-08,1.2539,1.2593,1.2599,1.2512,-0.0039000000000000003
2022-06-07,1.2588,1.2532,1.2601,1.243,0.0046
2022-06-06,1.253,1.2495,1.2579,1.2476,0.0036
2022-06-03,1.2485,1.258,1.2591,1.2483,-0.0072
2022-06-02,1.2576,1.2485,1.2588,1.2468,0.0075
2022-06-01,1.2482,1.2604,1.2618,1.2458,-0.009399999999999999
2022-05-31,1.26,1.2654,1.2657,1.2559,-0.004
2022-05-30,1.265,1.2617,1.2661,1.2613,0.0027
2022-05-27,1.2616,1.2599,1.2668,1.2585,0.0017000000000000001
2022-05-26,1.2594,1.2566,1.2622,1.2551,0.0024
2022-05-25,1.2564,1.2532,1.2592,1.248,0.0028000000000000004
2022-05-24,1.2529,1.2589,1.2599,1.2471,-0.004699999999999999
2022-05-23,1.2588,1.2479,1.2603,1.2476,0.008100000000000001
2022-05-20,1.2487,1.2464,1.2501,1.2437,0.0022
2022-05-19,1.246,1.2338,1.2526,1.2337,0.009899999999999999
2022-05-18,1.2338,1.2494,1.2502,1.2329,-0.012199999999999999
2022-05-17,1.249,1.2317,1.25,1.2316,0.013999999999999999
2022-05-16,1.2317,1.2236,1.2331,1.2216,0.0046
2022-05-13,1.2261,1.2201,1.2267,1.2155,0.0051
2022-05-12,1.2199,1.2261,1.2262,1.2165,-0.0042
2022-05-11,1.225,1.2325,1.2401,1.2236,-0.0058
2022-05-10,1.2322,1.2332,1.2377,1.2291,-0.0007000000000000001
2022-05-09,1.2331,1.2338,1.2407,1.226,-0.0005
2022-05-06,1.2337,1.2365,1.2382,1.2275,-0.0022
2022-05-05,1.2364,1.2623,1.2637,1.2324,-0.0204
2022-05-04,1.2621,1.2501,1.264,1.2451,0.0098
2022-05-03,1.2498,1.2494,1.2569,1.247,0.0006
2022-05-02,1.2491,1.2587,1.2599,1.2472,-0.0064
2022-04-29,1.2571,1.2458,1.2616,1.2449,0.0092
2022-04-28,1.2456,1.2555,1.2572,1.241,-0.0073
2022-04-27,1.2548,1.2575,1.2603,1.2502,-0.0019
2022-04-26,1.2572,1.2742,1.2774,1.257,-0.0132
2022-04-25,1.274,1.2862,1.2862,1.2696,-0.0076
2022-04-22,1.2837,1.3032,1.3037,1.2822,-0.0147
2022-04-21,1.3028,1.3068,1.3091,1.3022,-0.0029
2022-04-20,1.3066,1.2999,1.3072,1.2992,0.0054
2022-04-19,1.2996,1.3017,1.3042,1.2979,-0.0009
2022-04-18,1.3008,1.306,1.3066,1.3004,-0.0038
2022-04-15,1.3058,1.3066,1.3081,1.3047,-0.0005
2022-04-14,1.3065,1.3116,1.3149,1.3032,-0.0038
2022-04-13,1.3115,1.2998,1.3119,1.2972,0.0091
2022-04-12,1.2997,1.3032,1.3055,1.2994,-0.0025
2022-04-11,1.3029,1.3043,1.3058,1.2988,-0.0002
2022-04-08,1.3031,1.3077,1.3087,1.2981,-0.0032
2022-04-07,1.3073,1.3069,1.3108,1.3051,0.0004
2022-04-06,1.3068,1.3083,1.311,1.3044,0.0
2022-04-05,1.3068,1.3115,1.3169,1.3066,-0.0034000000000000002
2022-04-04,1.3113,1.3114,1.3139,1.3092,0.0001
2022-04-01,1.3112,1.3136,1.3154,1.3085,-0.0016
2022-03-31,1.3133,1.3133,1.3177,1.3106,0.0002
2022-03-30,1.3131,1.3093,1.3184,1.3083,0.0036
2022-03-29,1.3084,1.3085,1.3161,1.305,0.0
2022-03-28,1.3084,1.319,1.3191,1.3066,-0.0079
2022-03-25,1.3188,1.3195,1.3226,1.3159,0.0004
2022-03-24,1.3183,1.3205,1.3216,1.3156,-0.0015
2022-03-23,1.3203,1.3264,1.33,1.3174,-0.0045000000000000005
2022-03-22,1.3263,1.317,1.3274,1.3119,0.0074
2022-03-21,1.3165,1.3182,1.3211,1.3125,-0.0011
2022-03-18,1.318,1.3149,1.3199,1.311,0.0026
2022-03-17,1.3146,1.315,1.3214,1.3087,0.0001
2022-03-16,1.3145,1.3042,1.3165,1.3031,0.008199999999999999
2022-03-15,1.3038,1.3002,1.309,1.2999,0.0029
2022-03-14,1.3,1.3038,1.3081,1.3,-0.0028000000000000004
2022-03-11,1.3036,1.3087,1.3127,1.3026,-0.0036
2022-03-10,1.3083,1.3176,1.3196,1.308,-0.0073
2022-03-09,1.3179,1.3104,1.3192,1.3087,0.0058
2022-03-08,1.3103,1.3104,1.3146,1.3081,0.0001
2022-03-07,1.3102,1.3227,1.3252,1.3101,-0.009300000000000001
2022-03-04,1.3225,1.3346,1.3357,1.3201,-0.0091
2022-03-03,1.3346,1.3407,1.342,1.3316,-0.0043
2022-03-02,1.3403,1.3325,1.3409,1.327,0.0062
2022-03-01,1.3321,1.3421,1.3439,1.3301,-0.0073
2022-02-28,1.3419,1.3407,1.3434,1.3312,0.001
2022-02-25,1.3405,1.3378,1.3441,1.3365,0.0022
2022-02-24,1.3375,1.3544,1.3552,1.3272,-0.0123
2022-02-23,1.3542,1.3584,1.3622,1.3535,-0.0029
2022-02-22,1.3582,1.3604,1.3607,1.3537,-0.0012
2022-02-21,1.3598,1.3595,1.364,1.3585,0.0006
2022-02-18,1.359,1.3614,1.3645,1.3572,-0.0018
2022-02-17,1.3614,1.3587,1.364,1.3555,0.0023
2022-02-16,1.3583,1.3536,1.3603,1.3527,0.0037
2022-02-15,1.3533,1.3525,1.3569,1.3485,0.0005
2022-02-14,1.3526,1.3558,1.3574,1.3493,-0.0025
2022-02-11,1.356,1.3554,1.3611,1.3514,0.0004
2022-02-10,1.3555,1.3534,1.3645,1.3522,0.0017000000000000001
2022-02-09,1.3532,1.3542,1.3591,1.3526,-0.0007000000000000001
2022-02-08,1.3541,1.3538,1.3566,1.3506,0.0005
2022-02-07,1.3534,1.3531,1.3552,1.3489,0.0004
2022-02-04,1.3529,1.3598,1.3617,1.3504,-0.0049
2022-02-03,1.3595,1.3577,1.363,1.3537,0.0013
2022-02-02,1.3577,1.3516,1.3589,1.3515,0.0042
2022-02-01,1.352,1.3447,1.353,1.3433,0.005600000000000001
2022-01-31,1.3445,1.34,1.3462,1.3386,0.0031
2022-01-28,1.3404,1.3381,1.3434,1.3364,0.0014000000000000002
2022-01-27,1.3385,1.3466,1.347,1.3357,-0.005600000000000001
2022-01-26,1.3461,1.3493,1.3526,1.3444,-0.0026
2022-01-25,1.3496,1.3487,1.352,1.3435,0.0008
2022-01-24,1.3485,1.3556,1.3566,1.3439,-0.0051
2022-01-21,1.3554,1.36,1.3604,1.3545,-0.003
2022-01-20,1.3595,1.3612,1.3663,1.3586,-0.0008
2022-01-19,1.3606,1.3596,1.365,1.3587,0.0009
2022-01-18,1.3594,1.3647,1.3663,1.3572,-0.0037
2022-01-17,1.3645,1.3675,1.3691,1.3636,-0.002
2022-01-14,1.3673,1.3707,1.3744,1.3652,-0.0023
2022-01-13,1.3705,1.37,1.375,1.3699,0.0003
2022-01-12,1.3701,1.3635,1.3716,1.3621,0.0048
2022-01-11,1.3635,1.3576,1.3638,1.3561,0.0044
2022-01-10,1.3575,1.3588,1.3605,1.3532,-0.0007000000000000001
2022-01-07,1.3585,1.3531,1.3598,1.3527,0.0042
2022-01-06,1.3528,1.3556,1.3561,1.3489,-0.0019
2022-01-05,1.3554,1.3534,1.36,1.3522,0.0016
2022-01-04,1.3532,1.3474,1.3559,1.3458,0.0045000000000000005
2022-01-03,1.3471,1.3531,1.3543,1.343,-0.0043
